ts	type	player	id	wood	food	gold	stone	name	wood_market	food_market	stone_market
868.0	BUILD	3.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
2852.0	BUILD	3.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
3526.0	BUILD	1.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
5266.0	BUILD	1.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
7026.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
7546.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
7786.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
8266.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
9046.0	DE_QUEUE	1.0	83.0	0.0	200.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
94044.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
102294.0	BUILD	3.0	562.0	100.0	0.0	0.0	0.0	Lumber Camp	100.0	100.0	130.0
116524.0	BUILD	1.0	562.0	100.0	0.0	0.0	0.0	Lumber Camp	100.0	100.0	130.0
138044.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
160310.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
174542.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
180792.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
208534.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
218284.0	BUILD	1.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
226534.0	BUILD	3.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
245294.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
245294.0	BUILD	2.0	562.0	100.0	0.0	0.0	0.0	Lumber Camp	100.0	100.0	130.0
263088.0	BUILD	3.0	45.0	150.0	0.0	0.0	0.0	Dock	100.0	100.0	130.0
282014.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
282510.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
307062.0	BUILD	3.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
307558.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
316052.0	BUILD	1.0	68.0	100.0	0.0	0.0	0.0	Mill	100.0	100.0	130.0
323768.0	BUILD	2.0	68.0	100.0	0.0	0.0	0.0	Mill	100.0	100.0	130.0
334320.0	BUILD	1.0	45.0	150.0	0.0	0.0	0.0	Dock	100.0	100.0	130.0
338830.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
339076.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
339322.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
340060.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
340552.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
365316.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
386030.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
397582.0	BUILD	3.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
408816.0	DE_QUEUE	1.0	13.0	75.0	0.0	0.0	0.0	Fishing Ship	100.0	100.0	130.0
412260.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
418082.0	BUILD	1.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
442534.0	BUILD	1.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
445014.0	BUILD	2.0	584.0	100.0	0.0	0.0	0.0	Mining Camp	100.0	100.0	130.0
446812.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
457530.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
468550.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
469042.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
469288.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
477324.0	BUILD	3.0	68.0	100.0	0.0	0.0	0.0	Mill	100.0	100.0	130.0
482080.0	BUILD	1.0	584.0	100.0	0.0	0.0	0.0	Mining Camp	100.0	100.0	130.0
487328.0	BUILD	3.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
502580.0	DE_QUEUE	1.0	13.0	75.0	0.0	0.0	0.0	Fishing Ship	100.0	100.0	130.0
503072.0	DE_QUEUE	1.0	13.0	75.0	0.0	0.0	0.0	Fishing Ship	100.0	100.0	130.0
504548.0	DE_QUEUE	1.0	13.0	75.0	0.0	0.0	0.0	Fishing Ship	100.0	100.0	130.0
530296.0	DE_QUEUE	2.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
536036.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
537512.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
545548.0	DE_QUEUE	1.0	13.0	75.0	0.0	0.0	0.0	Fishing Ship	100.0	100.0	130.0
557050.0	RESEARCH	3.0	22.0	0.0	0.0	50.0	0.0	Loom	100.0	100.0	130.0
562288.0	BUILD	3.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
577296.0	BUILD	1.0	50.0	60.0	0.0	0.0	0.0	Farm	100.0	100.0	130.0
582546.0	RESEARCH	3.0	101.0	0.0	500.0	0.0	0.0	Feudal Age	100.0	100.0	130.0
596788.0	BUILD	3.0	562.0	100.0	0.0	0.0	0.0	Lumber Camp	100.0	100.0	130.0
604566.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
605806.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
622776.0	BUILD	3.0	584.0	100.0	0.0	0.0	0.0	Mining Camp	100.0	100.0	130.0
638308.0	BUILD	2.0	598.0	25.0	0.0	0.0	5.0	Outpost	100.0	100.0	130.0
642276.0	BUILD	1.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
652064.0	RESEARCH	1.0	101.0	0.0	500.0	0.0	0.0	Feudal Age	100.0	100.0	130.0
655040.0	BUILD	3.0	45.0	150.0	0.0	0.0	0.0	Dock	100.0	100.0	130.0
655288.0	BUILD	3.0	45.0	150.0	0.0	0.0	0.0	Dock	100.0	100.0	130.0
660806.0	BUILD	1.0	50.0	60.0	0.0	0.0	0.0	Farm	100.0	100.0	130.0
661798.0	BUILD	1.0	50.0	60.0	0.0	0.0	0.0	Farm	100.0	100.0	130.0
664278.0	BUILD	1.0	50.0	60.0	0.0	0.0	0.0	Farm	100.0	100.0	130.0
665518.0	BUILD	1.0	50.0	60.0	0.0	0.0	0.0	Farm	100.0	100.0	130.0
670542.0	BUILD	1.0	50.0	60.0	0.0	0.0	0.0	Farm	100.0	100.0	130.0
678044.0	DE_QUEUE	1.0	13.0	75.0	0.0	0.0	0.0	Fishing Ship	100.0	100.0	130.0
684802.0	BUILD	1.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
691304.0	BUILD	1.0	50.0	60.0	0.0	0.0	0.0	Farm	100.0	100.0	130.0
694272.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
702260.0	BUILD	3.0	45.0	150.0	0.0	0.0	0.0	Dock	100.0	100.0	130.0
702508.0	BUILD	3.0	45.0	150.0	0.0	0.0	0.0	Dock	100.0	100.0	130.0
702818.0	BUILD	3.0	45.0	150.0	0.0	0.0	0.0	Dock	100.0	100.0	130.0
703066.0	BUILD	3.0	45.0	150.0	0.0	0.0	0.0	Dock	100.0	100.0	130.0
703314.0	BUILD	3.0	45.0	150.0	0.0	0.0	0.0	Dock	100.0	100.0	130.0
703562.0	BUILD	3.0	45.0	150.0	0.0	0.0	0.0	Dock	100.0	100.0	130.0
704802.0	BUILD	3.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
712304.0	BUILD	3.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
716512.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
721026.0	RESEARCH	3.0	202.0	50.0	100.0	0.0	0.0	Double-Bit Axe	100.0	100.0	130.0
730058.0	RESEARCH	3.0	14.0	75.0	75.0	0.0	0.0	Horse Collar	100.0	100.0	130.0
739020.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
755780.0	BUILD	3.0	103.0	150.0	0.0	0.0	0.0	Blacksmith	100.0	100.0	130.0
775280.0	BUILD	1.0	12.0	175.0	0.0	0.0	0.0	Barracks	100.0	100.0	130.0
775530.0	RESEARCH	2.0	101.0	0.0	500.0	0.0	0.0	Feudal Age	100.0	100.0	130.0
783286.0	BUILD	3.0	84.0	175.0	0.0	0.0	0.0	Market	100.0	100.0	130.0
788812.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
793772.0	RESEARCH	1.0	213.0	50.0	175.0	0.0	0.0	Wheelbarrow	100.0	100.0	130.0
797554.0	RESEARCH	1.0	202.0	50.0	100.0	0.0	0.0	Double-Bit Axe	100.0	100.0	130.0
806798.0	BUILD	3.0	45.0	150.0	0.0	0.0	0.0	Dock	100.0	100.0	130.0
812284.0	RESEARCH	3.0	199.0	0.0	100.0	50.0	0.0	Fletching	100.0	100.0	130.0
818040.0	BUILD	1.0	103.0	150.0	0.0	0.0	0.0	Blacksmith	100.0	100.0	130.0
823294.0	RESEARCH	1.0	8.0	0.0	75.0	0.0	0.0	Town Watch	100.0	100.0	130.0
828068.0	BUILD	3.0	45.0	150.0	0.0	0.0	0.0	Dock	100.0	100.0	130.0
831534.0	BUILD	1.0	84.0	175.0	0.0	0.0	0.0	Market	100.0	100.0	130.0
840794.0	DE_QUEUE	1.0	74.0	0.0	60.0	20.0	0.0	Militia	100.0	100.0	130.0
841044.0	DE_QUEUE	1.0	74.0	0.0	60.0	20.0	0.0	Militia	100.0	100.0	130.0
845034.0	BUILD	3.0	50.0	60.0	0.0	0.0	0.0	Farm	100.0	100.0	130.0
845034.0	RESEARCH	1.0	716.0	0.0	75.0	75.0	0.0	Supplies	100.0	100.0	130.0
846042.0	BUILD	3.0	50.0	60.0	0.0	0.0	0.0	Farm	100.0	100.0	130.0
853304.0	BUILD	1.0	79.0	50.0	0.0	0.0	125.0	Watch Tower	100.0	100.0	130.0
863038.0	BUILD	3.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
864278.0	BUILD	3.0	70.0	25.0	0.0	0.0	0.0	House	100.0	100.0	130.0
864526.0	RESEARCH	1.0	74.0	0.0	100.0	0.0	0.0	Scale Mail Armor	100.0	100.0	130.0
874298.0	BUILD	3.0	50.0	60.0	0.0	0.0	0.0	Farm	100.0	100.0	130.0
879798.0	DE_QUEUE	1.0	128.0	100.0	0.0	50.0	0.0	Trade Cart (Empty)	100.0	100.0	130.0
883298.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
886298.0	RESEARCH	3.0	55.0	75.0	100.0	0.0	0.0	Gold Mining	100.0	100.0	130.0
893798.0	BUILD	2.0	45.0	150.0	0.0	0.0	0.0	Dock	100.0	100.0	130.0
913532.0	BUILD	3.0	50.0	60.0	0.0	0.0	0.0	Farm	100.0	100.0	130.0
917306.0	BUILD	3.0	50.0	60.0	0.0	0.0	0.0	Farm	100.0	100.0	130.0
926288.0	RESEARCH	3.0	213.0	50.0	175.0	0.0	0.0	Wheelbarrow	100.0	100.0	130.0
926784.0	BUILD	2.0	79.0	50.0	0.0	0.0	125.0	Watch Tower	100.0	100.0	130.0
927528.0	BUILD	3.0	562.0	100.0	0.0	0.0	0.0	Lumber Camp	100.0	100.0	130.0
932302.0	BUILD	1.0	562.0	100.0	0.0	0.0	0.0	Lumber Camp	100.0	100.0	130.0
936022.0	RESEARCH	1.0	222.0	0.0	100.0	40.0	0.0	Man-at-Arms	100.0	100.0	130.0
944020.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	100.0	100.0	130.0
949776.0	DE_QUEUE	2.0	545.0	125.0	0.0	0.0	0.0	Transport Ship	100.0	100.0	130.0
969548.0	SELL	3.0	0.0	0.0	100.0	0.0	0.0	sell food	100.0	97.0	130.0
970788.0	BUY	3.0	0.0	0.0	0.0	130.0	0.0	buy wood	103.0	97.0	130.0
972276.0	BUILD	2.0	79.0	50.0	0.0	0.0	125.0	Watch Tower	103.0	97.0	130.0
977538.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	103.0	97.0	130.0
984544.0	BUILD	1.0	50.0	60.0	0.0	0.0	0.0	Farm	103.0	97.0	130.0
984792.0	SELL	3.0	0.0	0.0	100.0	0.0	0.0	sell food	103.0	94.0	130.0
985784.0	BUY	3.0	0.0	0.0	0.0	133.9	0.0	buy wood	106.0	94.0	130.0
988512.0	RESEARCH	1.0	67.0	0.0	150.0	0.0	0.0	Forging	106.0	94.0	130.0
991806.0	DE_QUEUE	1.0	74.0	0.0	60.0	20.0	0.0	Militia	106.0	94.0	130.0
991806.0	BUILD	3.0	50.0	60.0	0.0	0.0	0.0	Farm	106.0	94.0	130.0
992054.0	DE_QUEUE	1.0	74.0	0.0	60.0	20.0	0.0	Militia	106.0	94.0	130.0
996284.0	DE_QUEUE	1.0	74.0	0.0	60.0	20.0	0.0	Militia	106.0	94.0	130.0
1012806.0	BUILD	1.0	12.0	175.0	0.0	0.0	0.0	Barracks	106.0	94.0	130.0
1013054.0	SELL	3.0	0.0	0.0	100.0	0.0	0.0	sell food	106.0	91.0	130.0
1014294.0	BUY	3.0	0.0	0.0	0.0	137.8	0.0	buy wood	109.0	91.0	130.0
1015534.0	SELL	3.0	0.0	0.0	100.0	0.0	0.0	sell food	109.0	88.0	130.0
1019316.0	SELL	3.0	0.0	0.0	100.0	0.0	0.0	sell food	109.0	85.0	130.0
1020556.0	BUY	3.0	0.0	0.0	0.0	141.70000000000002	0.0	buy wood	112.0	85.0	130.0
1020556.0	SELL	3.0	0.0	0.0	100.0	0.0	0.0	sell food	112.0	82.0	130.0
1021796.0	SELL	3.0	0.0	0.0	100.0	0.0	0.0	sell food	112.0	79.0	130.0
1023036.0	SELL	3.0	0.0	0.0	100.0	0.0	0.0	sell food	112.0	76.0	130.0
1024276.0	BUY	3.0	0.0	0.0	0.0	145.6	0.0	buy wood	115.0	76.0	130.0
1025020.0	BUILD	1.0	584.0	100.0	0.0	0.0	0.0	Mining Camp	115.0	76.0	130.0
1029066.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	115.0	76.0	130.0
1029786.0	DE_QUEUE	1.0	83.0	0.0	50.0	0.0	0.0	Villager (Male)	115.0	76.0	130.0
1032018.0	BUILD	2.0	79.0	50.0	0.0	0.0	125.0	Watch Tower	115.0	76.0	130.0
1035804.0	BUILD	1.0	50.0	60.0	0.0	0.0	0.0	Farm	115.0	76.0	130.0
1037044.0	BUILD	1.0	50.0	60.0	0.0	0.0	0.0	Farm	115.0	76.0	130.0
1039536.0	BUILD	1.0	50.0	60.0	0.0	0.0	0.0	Farm	115.0	76.0	130.0
1051518.0	DE_QUEUE	1.0	74.0	0.0	60.0	20.0	0.0	Militia	115.0	76.0	130.0
1052014.0	RESEARCH	3.0	102.0	0.0	800.0	200.0	0.0	Castle Age	115.0	76.0	130.0
1053516.0	BUILD	3.0	79.0	50.0	0.0	0.0	125.0	Watch Tower	115.0	76.0	130.0
1055074.0	BUILD	3.0	584.0	100.0	0.0	0.0	0.0	Mining Camp	115.0	76.0	130.0
1055812.0	BUILD	2.0	50.0	60.0	0.0	0.0	0.0	Farm	115.0	76.0	130.0
